Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
warangal,3625236,2289335,1513890,253966,1860438
krishna,4656371,3221101,1817799,320455,2519193
vizianagaram,2383681,1350322,970058,185576,1234249
srikakulam,2772306,1623462,963856,363620,1444875
khammam,2889843,1802643,1294620,190008,1408990
kurnool,4284219,2388495,1872210,283652,2128734
nellore,0,0,0,0,0
eastgodavari,5259062,3503234,1804476,353968,3101306
prakasam,3542893,2077565,1531345,239621,1772392
mahbubnagar,4291153,2265801,1969034,241958,2095069
guntur,5067878,3190142,2209071,259083,2605185
karimnagar,3896433,2472401,1646097,301246,1949403
anantapur,4272006,2568735,1771076,378820,2122685
adilabad,2849609,1664441,1135193,278429,1439266
hyderabad,3989688,3001935,1122684,530892,2461461
nizamabad,2638557,1557852,1091587,212521,1334449
medak,3192039,1871873,1254398,252153,1686039
chittoor,4358744,2893941,1760711,253496,2348254
westgodavari,3991647,2734017,1579825,233683,2179519
cuddapah,0,0,0,0,0
nalgonda,3590067,2190672,1574312,234694,1786109
visakhapatnam,4488882,2837128,1557801,464322,2472787
rangareddi,0,0,0,0,0
