Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kolar,1137393,844937,419921,98571,619840
tumkur,2737183,2011599,1095675,282119,1359475
bijapur,2435095,1553864,920931,168483,1357352
chamarajanagar,1055498,663603,410843,94151,552747
bangalorerural,674464,528377,268465,41620,365661
bellary,2749609,1776601,1086667,167383,1495594
mysore,3240345,2332314,1188037,266795,1788056
uttarakannada,1489737,1205022,526030,101731,864358
raichur,2103154,1223269,862896,171145,1082392
gulbarga,2277695,1511486,757947,198499,1323465
chikmagalur,1136198,881039,513980,84192,543068
kodagu,558124,438439,265701,21061,271694
udupi,1218247,1003738,486759,45588,689373
bagalkot,2048607,1363011,756302,132649,1165154
koppal,1520987,1037526,567790,156044,797725
chitradurga,1750652,1260844,729173,221045,806981
davanagere,2044553,1497045,753152,181952,1110044
shimoga,1822396,1395994,695870,127791,999731
dharwad,2009981,1531605,761941,91795,1158026
hassan,1810104,1348332,783785,145120,882511
bangalore,12132773,9850038,5158154,599332,6445681
haveri,1701065,1268170,648832,123882,930265
dakshinakannada,2213995,1856436,961259,72469,1186066
gadag,1124406,808109,445732,74272,604514
mandya,1831487,1287864,735114,155630,941069
belgaum,5154510,3611673,1864513,391133,2899286
bidar,1836534,1252272,645327,162962,1035821
