Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1563715,925369,528526,214149,821038
sidhi,1127032,600784,275482,186278,665273
chhatarpur,1762375,943033,553862,197935,1010578
mandsaur,1340411,834590,535065,144656,660687
mandla,1054904,604961,325159,234490,495255
eastnimar,0,0,0,0,0
narsimhapur,1091854,718784,358202,119614,614035
raisen,1331597,820219,370241,147597,813759
bhopal,2371061,1660689,706036,161421,1503604
bhind,1703005,1094917,422111,98657,1182236
guna,1241519,653979,353671,161226,726621
dhar,2185792,1077337,783019,244954,1157819
vidisha,1458874,862917,397283,153119,908472
shajapur,1512681,894611,508832,209038,794809
balaghat,1701697,1147623,530505,362507,808684
shahdol,1066063,604193,240810,252246,573005
datia,786754,491445,247228,73931,465593
jhabua,1025047,352080,370641,144480,509926
sagar,2378457,1545719,779092,226942,1372423
shivpuri,1726050,900846,577722,181558,966769
indore,3276696,2309130,1137250,130944,2008502
katni,1292042,790772,316144,227730,748168
betul,1575361,939768,511287,275693,788382
ujjain,1986864,1240989,682114,215326,1089421
umaria,644757,356672,138599,151091,355067
sheopur,687860,328025,196188,81265,410405
panna,1016519,552559,276632,155364,584522
westnimar,0,0,0,0,0
rajgarh,1545813,804244,471772,273830,800210
neemuch,826066,508834,358500,60182,407385
chhindwara,2090922,1294198,673845,284139,1132938
barwani,1385881,549926,525790,128105,731984
jabalpur,2463288,1756468,744287,261337,1457665
dindori,704524,378714,250137,139788,314598
morena,1965969,1179685,520970,155022,1289976
hoshangabad,1241349,810643,361648,116433,763268
rewa,2365106,1441756,630251,361695,1373160
damoh,1264219,747715,389992,184602,689624
tikamgarh,1445165,747939,470431,184886,789847
seoni,1379130,864193,397575,286859,694696
sehore,1311332,780361,372150,213937,725245
harda,570465,352549,163780,67197,339486
gwalior,2032036,1357209,559845,125466,1346724
satna,2228935,1371781,612509,298838,1317585
ratlam,1455068,825879,471139,219841,764088
