Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
warangal,3540408,2118951,1459795,261052,1820154
krishna,4551747,3061226,1762905,307958,2481090
vizianagaram,2354214,1265470,957398,199776,1198270
srikakulam,2720248,1526421,943072,356414,1420771
khammam,2820207,1671725,1235097,193136,1392697
kurnool,4109959,2189683,1785516,274795,2049719
nellore,0,0,0,0,0
eastgodavari,5180290,3340975,1762039,347646,3070737
prakasam,3433239,1946315,1480180,237697,1715451
mahbubnagar,4111290,2017275,1852832,260402,2000950
guntur,4932220,3016267,2131555,271151,2530579
karimnagar,3805958,2270420,1604072,290090,1911855
anantapur,4128047,2372871,1702058,361961,2064136
adilabad,2767938,1526684,1083242,262355,1422964
hyderabad,3954863,2919217,1102672,360801,2512707
nizamabad,2572866,1430039,1064760,206939,1301167
medak,3072219,1692906,1209955,248059,1614310
chittoor,4219487,2722681,1692117,260966,2267123
westgodavari,3950565,2672564,1545455,237619,2167759
cuddapah,0,0,0,0,0
nalgonda,3513852,2046834,1513243,244807,1756783
visakhapatnam,4339325,2632980,1499943,421978,2418529
rangareddi,0,0,0,0,0
