Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1215639,947851,354237,55491,806393
yamunanagar,1351751,1002079,386893,46629,920815
panchkula,637064,502933,209655,28900,399106
rewari,1008746,767296,287827,66775,677170
jind,1445474,1020726,395815,129550,928539
sirsa,1436893,972140,425834,97095,920661
bhiwani,1799096,1300058,460583,172734,1175778
kurukshetra,1075839,780314,313539,46531,719290
faridabad,1581240,1274799,428289,49943,1119286
mahendragarh,1007462,764521,217962,113303,688509
panipat,1406067,998464,379081,61687,981858
rohtak,1155120,879722,289456,43895,839376
kaithal,1174222,805151,307555,71276,804992
karnal,1691642,1197223,455962,107829,1129357
gurgaon,1420025,1357445,504061,27307,929230
jhajjar,1017350,789612,227559,63115,753512
fatehabad,1050512,713314,304870,71910,685743
hisar,1905043,1355449,541552,169079,1200719
sonipat,1582978,1178004,406356,117945,1068736
