Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,5299626,4203020,1721183,432328,3175362
murshidabad,8122057,5506339,2309597,825234,5035206
bankura,3909503,2665231,897406,601985,2430012
maldah,4564148,2855443,1113980,586030,2876708
kochbihar,3084406,2264368,992314,264439,1828584
birbhum,3889367,2716774,974311,532864,2394560
medinipur,0,0,0,0,0
kolkata,4444123,3739784,1544091,397001,2598004
uttardinajpur,3479071,2081868,909365,276638,2298751
jalpaiguri,4241420,3131473,1253038,429984,2562484
northtwentyfourparganas,10838767,8829559,3399943,657734,6806608
dakshindinajpur,1809173,1340819,568983,206024,1035820
puruliya,3241437,2030029,591877,772749,1901033
darjiling,2033767,1584867,574242,215610,1258063
southtwentyfourparganas,9174063,6860193,2268465,1393953,5606858
nadia,5601983,4218581,1744095,276211,3582314
hugli,5879786,4696298,1858668,532838,3501204
barddhaman,8350638,6126766,2373403,921573,5077147
