Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
south,2681439,2022644,855127,53460,1772768
newdelhi,145339,115776,57220,3079,84989
north,876710,665861,279453,12742,584508
southwest,2232467,1725964,729671,43898,1458887
central,588429,443215,197647,11305,379453
northwest,3567902,2621452,1105600,52772,2409471
east,1683017,1321387,544250,24042,1114650
northeast,2189052,1556892,605328,37867,1545787
west,2498416,1913553,822886,34668,1640788
