Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2592890,1580183,443137,614938,1614799
pashchimchamparan,4590900,2575542,772796,1085737,2874710
begusarai,3419530,2149916,604301,522604,2343113
sitamarhi,3962984,2014982,778391,634342,2656758
jamui,2020819,1222781,480394,342812,1201949
sheikhpura,713773,440121,145939,108597,469166
gaya,5054901,3085696,1014692,1088610,3106222
aurangabad,2920387,1937874,482638,514869,1963355
vaishali,4063774,2699726,777261,548965,2793848
madhubani,5142831,3069267,1212672,748087,3202502
darbhanga,4380835,2368414,713851,710492,3022824
saran,4444848,2861329,493532,812647,3279620
rohtas,3314883,2289374,541068,565194,2261739
sheohar,758117,425353,140548,146322,500468
lakhisarai,1143024,690329,188544,181960,797754
madhepura,2355140,1239852,413533,475243,1531716
kishanganj,1982212,1252476,399974,252035,1372400
saharsa,2183610,1118085,337140,381475,1505121
jehanabad,941689,587937,184378,93273,671736
patna,6634228,4251924,1514520,759146,4417342
gopalganj,2844115,1897776,312304,567837,2059749
nalanda,3232618,1936056,766654,388150,2093354
purbachamparan,5953109,3404442,1202369,1000802,3875128
araria,3294683,1827534,720888,549896,2070851
buxar,1919496,1283193,343270,321840,1286588
samastipur,4884529,3017709,948193,642184,3346314
siwan,3765374,2678448,434746,744250,2686947
purnia,3791645,1960161,772819,565712,2528338
munger,1527493,1000595,233230,290876,1032546
khagaria,1952771,1112483,291155,374059,1330357
kaimur(bhabua),1869778,1237356,268947,316056,1316126
bhagalpur,3479015,2108115,507982,603917,2415807
muzaffarpur,5571208,3500057,919100,1133696,3716063
katihar,3567205,1913581,669615,437366,2492679
bhojpur,3068600,2031706,524456,458904,2125378
nawada,2508037,1449951,508854,446808,1591395
banka,2342746,1356835,356377,549292,1479082
