Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
uppersubansiri,111236,74151,29570,25806,67154
westsiang,118519,76291,47912,6131,64731
lohit,147285,99209,50548,10863,85922
tirap,120925,61808,44583,6400,70461
changlang,166613,93837,51907,13229,102676
eastkameng,98400,64559,29948,7205,62524
lowersubansiri,73804,71945,15945,7265,52820
eastsiang,108424,80720,37042,8909,62884
tawang,59532,37801,30097,4554,24971
papumpare,228724,177638,62531,28144,141827
westkameng,91179,57850,39588,9818,42327
uppersiang,36757,22511,13943,4752,18741
dibangvalley,2007,1225,553,427,1117
