Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1620513,991170,551005,229570,841073
sidhi,1022772,573202,240425,181262,604552
chhatarpur,1826315,1021822,579571,208937,1038401
mandsaur,1374154,865945,552816,151233,670575
mandla,1090349,642706,325763,259144,509488
eastnimar,0,0,0,0,0
narsimhapur,1120873,739216,368690,125684,626760
raisen,1377225,856994,383923,158633,835457
bhopal,2493458,1784300,756322,181055,1559679
bhind,1763922,1157941,427370,93563,1247641
guna,1170493,628459,330441,156639,683897
dhar,2287728,1162883,827061,251235,1209967
vidisha,1513270,925488,408365,164941,940722
shajapur,1561466,927128,524692,212325,824687
balaghat,1745655,1212792,538292,387319,822195
shahdol,985976,575945,212221,257191,524304
datia,822965,519212,251634,71128,504332
jhabua,963841,343797,350888,130012,483945
sagar,2456964,1648888,810891,232310,1413987
shivpuri,1789262,952254,592969,189883,1006692
indore,3468414,2492630,1230528,131773,2109344
katni,1343166,848734,320534,248021,776702
betul,1614100,977909,532153,294749,790231
ujjain,2047164,1291929,702583,226579,1118334
umaria,674143,383775,137983,173435,367625
sheopur,716871,359475,206312,82206,428643
panna,1051932,583547,279830,165750,607267
westnimar,0,0,0,0,0
rajgarh,1611845,868177,478803,295422,839792
neemuch,847661,533028,376064,59078,413572
chhindwara,2142913,1357156,699423,298997,1146016
barwani,1456366,601815,558102,127047,772899
jabalpur,2530941,1839008,770851,283153,1479856
dindori,732284,407747,248124,160315,329444
morena,2050523,1263247,536090,158427,1356796
hoshangabad,1275398,850994,376950,121745,777226
rewa,2452346,1553888,639705,381263,1432760
damoh,1303722,795563,398777,195777,709696
tikamgarh,1499161,797554,487024,187883,824610
seoni,1426072,918782,400981,312126,715945
sehore,1363508,836622,386393,231883,746557
harda,591892,375360,166227,68478,357762
gwalior,2123087,1455939,586993,134442,1401972
satna,2308573,1465781,624783,326972,1359925
ratlam,1508401,860466,485598,239653,785013
