Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhamtari,780208,524025,320716,70872,387552
raipur,3828820,2413881,1193023,451318,2182925
durg,3229642,2191045,1154164,268483,1805330
mahasamund,995687,603886,332420,147526,515297
bastar,1391220,610294,397278,320690,672623
kawardha,0,0,0,0,0
korba,1164885,695667,340125,161468,663118
koriya,643713,377646,174778,125879,342269
kanker,0,0,0,0,0
rajnandgaon,1482619,968248,588375,173447,715133
bilaspur,2514858,1467689,782997,340380,1390033
dantewada,0,0,0,0,0
janjgirchampa,1554156,951224,451340,324470,766787
surguja,2276660,1117080,619033,497506,1157858
jashpur,828768,473603,285216,182178,360417
raigarh,1445210,906532,473526,197885,773668
