Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
uppersubansiri,73776,36649,24223,4545,44160
westsiang,109699,60349,41052,6196,62409
lohit,145062,76973,50842,9915,84296
tirap,108344,43037,44125,5707,58429
changlang,140980,65775,50282,11785,78731
eastkameng,71501,30791,25995,3779,41563
lowersubansiri,87328,47823,26358,7650,52831
eastsiang,95510,56107,32194,5858,57398
tawang,46366,22235,22340,3961,20051
papumpare,158036,102699,46939,11036,99676
westkameng,81025,44960,32864,6991,41085
uppersiang,34721,16608,14779,2604,17238
dibangvalley,14478,7697,4839,1501,8042
