Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
warangal,3682915,2410470,1551062,249349,1887788
krishna,4727453,3332297,1855341,329066,2544920
vizianagaram,2403530,1410027,978591,176675,1258834
srikakulam,2807564,1691560,977966,368505,1461172
khammam,2937219,1895570,1335887,187951,1419958
kurnool,4404478,2530967,1932332,289714,2183096
nellore,0,0,0,0,0
eastgodavari,5312241,3615761,1833334,358247,3121855
prakasam,3617935,2169947,1566434,240913,1811399
mahbubnagar,4415411,2448271,2050524,230393,2160262
guntur,5160384,3311592,2262308,251338,2656140
karimnagar,3957941,2616942,1674724,308920,1974843
anantapur,4370757,2708212,1818636,390492,2162636
adilabad,2905390,1763117,1171203,289688,1450238
hyderabad,4013075,3058378,1136227,686803,2427878
nizamabad,2683281,1649346,1109847,216326,1357109
medak,3274504,2001575,1284930,254920,1735621
chittoor,4454127,3014058,1807979,248635,2403949
westgodavari,4019272,2775768,1603162,231095,2187394
cuddapah,0,0,0,0,0
nalgonda,3641793,2292136,1616387,228186,1805931
visakhapatnam,4591440,2981946,1597608,494887,2509633
rangareddi,0,0,0,0,0
