Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nuapada,601901,285682,149549,149055,303029
debagarh,308448,191080,81941,79012,147161
kandhamal,724141,385757,167992,181407,374021
khordha,2211110,1700105,615429,151474,1442947
sundargarh,2065546,1305384,529342,329179,1206724
anugul,1259761,847272,315647,202758,740978
kalahandi,1550887,767041,377282,358616,813172
koraput,1358322,541237,391924,287785,678229
rayagada,953273,387931,229933,228275,493435
baudh,433862,260710,121802,92092,219717
jajapur,1805815,1258525,401097,139312,1264893
malkangiri,601307,229080,176374,127201,297582
jharsuguda,572116,395452,167712,73456,330611
ganjam,3490336,2144008,892294,588419,2009304
jagatsinghapur,1128776,872609,285617,109884,732753
mayurbhanj,2488414,1322278,555023,642192,1285780
sonapur,0,0,0,0,0
balangir,1614794,893237,396862,305114,912067
cuttack,2594653,1962831,687560,233293,1673440
sambalpur,1030036,685918,330939,165737,533121
bargarh,1467175,957425,464553,278628,722458
puri,1678025,1262321,442164,158015,1074536
dhenkanal,1179576,808542,275751,150272,752450
gajapati,571629,252223,171309,120424,279538
kendujhar,1776189,1021567,437518,312560,1025361
nayagarh,952478,670578,226620,110840,614748
bhadrak,1488117,1065959,325342,133385,1028462
nabarangapur,1199862,447318,277649,321563,600186
baleshwar,2289076,1575718,603053,294395,1386974
kendrapara,1425888,1064520,319273,138633,967322
