Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
palamu,1939868,1024562,283702,429472,1226694
gumla,1025213,559720,278931,208577,537705
ranchi,2914252,1911433,756175,386691,1771385
bokaro,2062330,1273520,380304,305064,1376962
purbisinghbhum,2293919,1507699,529578,307589,1456751
giridih,2445473,1253474,412912,623364,1409196
dumka,1321442,672409,237479,387299,696663
chatra,1042886,510061,195502,202187,645195
deoghar,1492073,793538,297146,254320,940606
sahibganj,1150566,483263,322572,167630,660364
dhanbad,2684487,1722204,546714,297790,1839983
garhwa,1322783,653476,175126,396304,751353
kodarma,716259,390248,143324,114094,458841
hazaribagh,1734494,1013249,327315,327320,1079859
godda,1313551,604519,235735,316456,761359
pashchimisinghbhum,1502337,727561,343007,351855,807475
lohardaga,461789,259706,103000,118330,240457
pakaur,0,0,0,0,0
