Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kheda,2451493,1918485,736413,210890,1511089
amreli,1578163,1117448,561439,126613,890935
junagadh,2903602,2107594,1032725,165952,1712917
navsari,1382798,1108056,538767,78813,766186
surat,6709987,5458409,2650203,127247,3950874
jamnagar,2300654,1585344,775388,134953,1390478
rajkot,4168068,3154230,1469680,147664,2555953
narmada,632344,442434,203331,111386,317925
gandhinagar,1421318,1115238,444412,81142,897886
bhavnagar,3110680,2215934,1118118,156096,1842143
anand,2221690,1768602,729331,148966,1346375
patan,1432290,990958,474019,96463,869366
mahesana,2141445,1689800,716246,94328,1346213
banaskantha,3483366,2185436,1117202,224887,2155272
kachchh,2405396,1572280,806639,81411,1527102
bharuch,1649914,1263835,557579,100304,992885
vadodara,4455149,3296721,1447305,341430,2667733
surendranagar,1890856,1294001,627479,137925,1126833
dohad,2425093,1318071,584295,527557,1321439
sabarkantha,2622619,1832660,871201,295758,1457497
porbandar,611382,439288,207368,33140,371786
panchmahals,2597563,1707532,722050,441437,1436278
ahmadabad,8034390,6327066,2655683,293389,5088153
thedangs,252422,176831,99734,33634,119216
valsad,1875645,1387570,618308,176316,1082840
