Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
banswara,2002321,1085586,551303,578952,938853
jhalawar,1570746,877512,528236,252156,792425
jhunjhunun,2283384,1520081,660430,325790,1299476
jaipur,7618548,5309071,2411450,505495,4708402
nagaur,3675255,2120036,1082266,570311,2039643
karauli,1631289,953621,497079,241988,898180
udaipur,3363274,1818601,887582,676999,1813704
jalor,2102853,1086710,775121,245436,1086686
chittaurgarh,1407066,830785,606840,128278,672344
tonk,1564152,940742,543640,189857,834100
baran,1361949,848504,400739,237958,726910
sawaimadhopur,1486659,922283,453054,208146,831945
bikaner,2907515,1738018,937162,318653,1657083
sikar,2942214,1892715,741072,344990,1857967
sirohi,1166318,557034,362418,111914,693112
pali,2180230,1297879,664449,257321,1259492
dausa,1860429,1168378,568435,220334,1073673
churu,2112260,1228162,654308,279350,1178743
ajmer,2858509,1791995,921600,273013,1666862
bharatpur,2861355,1806192,779764,449792,1634470
alwar,4155545,2746048,1344999,540172,2281004
dhaulpur,1364119,867379,347674,242509,775001
jodhpur,4270559,2631463,1221288,568759,2492248
ganganagar,2085569,1355151,771191,282562,1048692
rajsamand,1272022,750734,427160,239582,618472
kota,2223933,1547707,698451,211345,1321237
barmer,3082928,1402048,780671,683106,1670852
bundi,1210628,696229,398779,174078,638120
bhilwara,2681593,1599876,963003,339657,1387401
hanumangarh,1949094,1210285,754059,237268,970599
dungarpur,1590228,904347,188553,572161,872917
jaisalmer,790661,398101,190251,168891,442834
