Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1740376,1137142,598873,263820,882621
sidhi,842294,521779,183128,171632,499231
chhatarpur,1961241,1199700,634625,232810,1096366
mandsaur,1444210,932234,590102,165298,690796
mandla,1164850,725406,326977,316500,539192
eastnimar,0,0,0,0,0
narsimhapur,1181245,781837,390596,138763,653007
raisen,1473225,935565,412825,183243,880605
bhopal,2757535,2059807,867896,227777,1678182
bhind,1892372,1295083,438086,84150,1389504
guna,1040400,580368,288459,147853,605836
dhar,2506084,1354891,922717,264284,1321416
vidisha,1628222,1064568,431467,191395,1008696
shajapur,1663809,995749,557908,219057,887855
balaghat,1837005,1354444,554211,442152,849898
shahdol,843401,523348,164821,267376,438968
datia,900465,579541,260683,65837,591746
jhabua,852173,327810,314485,105279,435887
sagar,2621837,1876343,878433,243430,1500931
shivpuri,1922716,1064040,624680,207696,1091555
indore,3886158,2904537,1440662,133449,2326472
katni,1451565,977712,329500,294188,837076
betul,1694460,1058897,576476,336906,793943
ujjain,2173310,1400167,745381,250880,1178480
umaria,736993,444316,136758,228527,394089
sheopur,778616,431712,228153,84119,467585
panna,1126500,650834,286338,188648,655448
westnimar,0,0,0,0,0
rajgarh,1752489,1011693,493180,343851,924924
neemuch,892559,584923,413817,56930,426231
chhindwara,2250808,1492409,753530,331086,1172628
barwani,1608273,720746,628804,124957,861720
jabalpur,2671872,2015908,826859,332403,1525257
dindori,791131,472663,244147,210856,361270
morena,2230695,1448547,567660,165460,1500999
hoshangabad,1346323,937821,409524,133107,805915
rewa,2636600,1804992,659041,423634,1559834
damoh,1386469,900641,416944,220198,751611
tikamgarh,1613278,906876,521984,194024,898792
seoni,1524803,1038520,407881,369533,760412
sehore,1474173,961603,416535,272420,791078
harda,637192,425503,171230,71112,397320
gwalior,2317612,1675468,645303,154366,1519358
satna,2476488,1673547,650072,391432,1448729
ratlam,1621002,934046,515862,284794,828597
