Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,1116784,867809,364070,99737,655316
champawat,287439,221279,67718,38983,180988
dehradun,2064288,1623433,633379,124417,1312025
tehrigarhwal,629057,465623,155981,142871,337413
udhamsinghnagar,2017963,1426018,599215,189399,1238776
bageshwar,267461,204976,73212,56806,140353
uttarkashi,357089,263327,138771,36083,183096
chamoli,407198,315395,129866,64457,214262
rudraprayag,253250,195516,81032,41230,132015
hardwar,2279201,1609262,626808,91889,1563377
garhwal,680488,519550,159574,118545,403534
almora,0,0,0,0,0
pithoragarh,498817,384762,162638,68568,269332
