Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1202767,928114,349048,55078,799025
yamunanagar,1331187,975879,379662,47124,906469
panchkula,625643,487666,205594,28864,391660
rewari,992494,747157,282126,69405,659476
jind,1429019,991475,394376,130667,910715
sirsa,1415738,942534,421918,97895,901267
bhiwani,1774596,1264365,458423,173384,1150759
kurukshetra,1059203,759688,309433,47128,705458
faridabad,1612024,1274505,437278,53786,1134537
mahendragarh,994798,743717,217159,115059,672424
panipat,1375480,965018,373079,63226,952367
rohtak,1141211,859503,289384,45566,820403
kaithal,1159398,780306,305083,72873,789145
karnal,1663676,1163129,449333,107351,1108190
gurgaon,1433142,1319164,501652,30355,934909
jhajjar,1008712,772296,230167,65298,734796
fatehabad,1034278,688650,302138,73376,668359
hisar,1881146,1318042,540065,167810,1178300
sonipat,1563260,1150478,404972,119120,1047204
