Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kupwara,949843,532213,123874,110728,719052
leh(ladakh),138789,103133,64166,17555,58199
anantnag,1052059,572976,157179,244978,664493
udhampur,508369,316287,132154,83810,293918
srinagar,1247334,784153,330652,84906,833233
badgam,795669,377852,126289,86069,587820
baramula,964027,578569,168420,121417,677754
kargil,147976,95767,26601,24948,98308
kathua,637859,417764,137600,62596,440158
doda,350358,204768,60681,61761,230897
jammu,1512742,1157898,403382,99630,1009888
pulwama,535417,297796,86406,101074,353751
punch,513453,305440,69680,81473,378709
rajauri,0,0,0,0,0
