Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1152629,853188,329043,53456,770221
yamunanagar,1252009,877754,352062,49159,851289
panchkula,581972,431093,190124,28719,363240
rewari,930060,671747,260432,81002,593201
jind,1365053,882618,388672,135230,842775
sirsa,1334186,832853,406612,101160,827690
bhiwani,1679886,1131128,449884,176005,1055896
kurukshetra,995194,682496,293541,49594,652738
faridabad,1741273,1273327,475161,72350,1197645
mahendragarh,945714,666009,213975,122359,611754
panipat,1259643,842068,350010,69776,842999
rohtak,1087229,783168,289094,52912,748702
kaithal,1101951,688356,295392,79627,728817
karnal,1556358,1036189,423765,105461,1027414
gurgaon,1486835,1176537,492132,46350,957972
jhajjar,974889,706748,240902,74812,664468
fatehabad,971813,598232,291456,79547,603119
hisar,1788519,1178458,534156,162828,1092734
sonipat,1486811,1046658,399480,123935,965327
