Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
amritsar,2384592,1663735,760130,123304,1501430
mansa,787058,450659,251282,88323,448366
muktsar,929070,556491,291957,48772,588667
patiala,1906002,1298422,566737,89276,1250438
gurdaspur,2339287,1699645,637948,131185,1570312
nawanshahr,0,0,0,0,0
kapurthala,827870,596231,251752,36916,539215
firozpur,2090948,1305168,636321,144098,1310582
jalandhar,2242930,1682811,709215,86435,1447381
ludhiana,3600179,2680194,1159142,155253,2286728
sangrur,1593665,994409,465369,64024,1067506
moga,1017250,658600,305337,53925,658826
faridkot,631768,401193,192170,31836,407930
fatehgarhsahib,613422,443787,195086,21526,397068
bathinda,1433658,895209,461975,98460,873757
rupnagar,620874,462841,168321,39317,415538
hoshiarpur,1608694,1232019,410193,87038,1112400
