Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1709603,1098748,586530,254806,872045
sidhi,884184,534185,196025,173991,523703
chhatarpur,1926603,1152519,620390,226598,1081578
mandsaur,1426368,915200,580551,161664,685684
mandla,1145760,703783,326673,301069,531608
eastnimar,0,0,0,0,0
narsimhapur,1165854,770957,385000,135371,646344
raisen,1448615,915271,405402,176754,869094
bhopal,2689003,1987179,838547,215073,1647738
bhind,1859408,1259345,435382,86411,1352594
guna,1071501,592034,298426,150002,624473
dhar,2449615,1304104,897813,260960,1292627
vidisha,1598691,1027952,425572,184408,991256
shajapur,1637611,978132,549412,217354,871623
balaghat,1813729,1317551,550188,427755,842886
shahdol,876985,536029,175572,264793,458902
datia,880431,563831,258391,67122,568565
jhabua,878815,331736,323216,110982,447434
sagar,2579609,1816695,861037,240601,1478706
shivpuri,1888447,1034920,616597,203092,1069691
indore,3777227,2795581,1384983,133028,2270180
katni,1423672,943738,327236,281897,821556
betul,1674002,1038042,565061,325833,793014
ujjain,2141063,1372286,734443,244571,1163147
umaria,720751,428340,137063,213299,387299
sheopur,762698,412395,222485,83636,457530
panna,1107377,633318,284697,182643,643056
westnimar,0,0,0,0,0
rajgarh,1716217,973730,489546,331046,902864
neemuch,881117,571494,404037,57459,423030
chhindwara,2223335,1457382,739623,322754,1165918
barwani,1568871,688974,610330,125477,838601
jabalpur,2635920,1970148,812487,319341,1513778
dindori,775990,455524,245136,196894,353036
morena,2184220,1399818,559597,163673,1463572
hoshangabad,1328231,915317,401126,130171,798645
rewa,2589278,1738647,654153,412619,1527046
damoh,1365303,873137,412326,213821,740905
tikamgarh,1583959,878215,513015,192470,879643
seoni,1499497,1007197,406145,354260,749042
sehore,1445692,928708,408786,261665,779705
harda,625552,412371,169965,70444,387038
gwalior,2267370,1617662,630204,149124,1489121
satna,2433398,1618996,643655,374214,1425998
ratlam,1592087,915081,508124,272768,817479
