Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,1044152,789758,333369,90625,621184
champawat,275181,201439,65519,38062,171713
dehradun,1897886,1456100,566489,110636,1223141
tehrigarhwal,624697,439990,160162,129954,337873
udhamsinghnagar,1850630,1244469,530390,166744,1157537
bageshwar,264193,193635,75262,51678,138584
uttarkashi,345256,241471,134212,32813,178615
chamoli,400440,299963,123326,65040,212713
rudraprayag,248491,184574,80133,37999,130824
hardwar,2103644,1408053,566566,87954,1450371
garhwal,683386,508834,161641,114676,407614
almora,0,0,0,0,0
pithoragarh,492167,367439,155050,69603,268308
