Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
warangal,3512576,2065022,1442197,263457,1806921
krishna,4517397,3009718,1744978,303902,2468518
vizianagaram,2344474,1238388,953215,204746,1186512
srikakulam,2703113,1495381,936244,354044,1412826
khammam,2797369,1630233,1215870,194190,1387307
kurnool,4053463,2127161,1757520,271904,2024038
nellore,0,0,0,0,0
eastgodavari,5154295,3288577,1748116,345563,3060615
prakasam,3397448,1904435,1463508,237059,1696881
mahbubnagar,4053028,1940646,1815642,266858,1970527
guntur,4887812,2960441,2106326,275298,2506189
karimnagar,3776269,2206829,1590303,286464,1899501
anantapur,4081147,2310960,1679654,356511,2044982
adilabad,2741239,1483347,1066460,257206,1417571
hyderabad,3943322,2892155,1096081,317215,2530026
nizamabad,2551335,1389810,1055964,205111,1290258
medak,3033288,1637137,1195493,246708,1591085
chittoor,4174063,2667877,1669851,263505,2240707
westgodavari,3936965,2652388,1534165,238946,2163853
cuddapah,0,0,0,0,0
nalgonda,3488809,2001018,1493418,248273,1747115
visakhapatnam,4290588,2568248,1481139,408739,2400709
rangareddi,0,0,0,0,0
