Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
uppersubansiri,86945,48583,26235,9104,52221
westsiang,113145,66281,43669,6170,63327
lohit,145947,85196,50724,10284,84943
tirap,113211,49742,44307,5975,62974
changlang,150722,75820,50926,12342,87554
eastkameng,81243,41403,27509,4892,48938
lowersubansiri,81644,56310,21557,7494,52826
eastsiang,100480,64894,34052,6928,59533
tawang,51241,27493,25169,4189,21891
papumpare,183222,127865,52645,16049,114778
westkameng,84943,49729,35404,8008,41577
uppersiang,35521,18756,14439,3313,17824
dibangvalley,6569,3691,2032,908,3652
