Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kinnaur,88424,67719,51918,11193,26116
kullu,482213,366476,215480,100369,171502
una,579147,475112,146459,79665,355545
shimla,884877,702022,316084,183079,406236
lahul&spiti,30451,22011,12888,7093,12362
chamba,564133,392376,113820,253875,221347
kangra,1642647,1329004,298920,464394,899964
bilaspur,413615,334580,98618,156294,177433
sirmaur,586229,440535,207585,126222,262445
solan,643601,512010,259533,72234,317587
mandi,1075008,837130,295208,393474,413675
hamirpur,486741,406752,130746,143107,216804
