Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kinnaur,87796,66669,51151,10932,26356
kullu,475619,357433,212252,96315,171116
una,570486,463527,144685,79835,347976
shimla,874387,688496,315464,172184,402845
lahul&spiti,30608,21987,13194,6560,12349
chamba,557465,381762,114633,240616,221871
kangra,1623018,1302246,301018,448028,890369
bilaspur,408937,327429,99288,147145,177239
sirmaur,577822,428459,205573,119524,260596
solan,634155,499164,253351,73230,312175
mandi,1063924,819905,293603,376415,415568
hamirpur,482040,399415,130079,138840,216233
