Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
banswara,1863322,907216,545742,432326,899816
jhalawar,1462446,783112,492571,223414,746935
jhunjhunun,2184751,1418552,614545,309618,1261138
jaipur,6941704,4613708,2171062,435972,4336201
nagaur,3425971,1871672,1017047,479707,1933050
karauli,1513786,852369,457102,206233,851804
udaipur,3163714,1657671,843546,584732,1738882
jalor,1915884,907703,696842,239053,981007
chittaurgarh,1497153,824801,639773,139740,717745
tonk,1467423,808598,511257,164674,792281
baran,1267496,741597,372949,206808,688574
sawaimadhopur,1384131,797613,429752,174309,781532
bikaner,2532782,1416511,809802,258954,1465178
sikar,2762865,1728710,712555,319723,1731014
sirohi,1077975,502175,328879,108300,641058
pali,2084056,1152257,624398,243615,1216288
dausa,1706520,1009281,526158,191321,989495
churu,2063502,1174987,636907,276072,1150557
ajmer,2671787,1610434,857527,241078,1573864
bharatpur,2648760,1582216,722128,399302,1527940
alwar,3828096,2356147,1232243,532752,2065590
dhaulpur,1256915,739704,327335,217228,712596
jodhpur,3872189,2214530,1108783,474398,2291604
ganganagar,2007228,1245010,709522,247836,1053888
rajsamand,1193858,660218,382944,204003,609972
kota,2038046,1376648,615324,183698,1240639
barmer,2754571,1255674,754243,525656,1485914
bundi,1143198,619978,373226,167986,602069
bhilwara,2496307,1361604,909126,287738,1301357
hanumangarh,1831019,1089802,677445,206860,949708
dungarpur,1452762,748964,206695,469356,786838
jaisalmer,707965,335978,180205,129593,400598
