Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,5167078,4022758,1653676,397979,3133187
murshidabad,7817081,5045741,2223514,741630,4880404
bankura,3817445,2533835,902790,586597,2340366
maldah,4391793,2610594,1095609,555793,2748043
kochbihar,3006149,2137481,960810,257708,1788203
birbhum,3774638,2543942,956338,497411,2328373
medinipur,0,0,0,0,0
kolkata,4459080,3695814,1553259,335089,2627011
uttardinajpur,3337141,1891998,884215,269143,2187224
jalpaiguri,4132672,2935910,1223833,408427,2502901
northtwentyfourparganas,10595145,8462011,3297788,613669,6699236
dakshindinajpur,1770162,1261685,556498,197123,1017555
puruliya,3149257,1904938,597947,731004,1835217
darjiling,1978502,1502747,562099,194700,1230165
southtwentyfourparganas,8872720,6451006,2189431,1253353,5486705
nadia,5474275,3993044,1700396,267445,3506826
hugli,5774406,4510771,1816326,503893,3462110
barddhaman,8164638,5861407,2312423,867072,4998245
