Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
amritsar,2601437,1706070,815345,138331,1647561
mansa,752824,398089,243134,74902,434225
muktsar,875516,495003,282530,47478,545302
patiala,1885425,1235930,574068,90479,1220579
gurdaspur,2258075,1572272,613839,131534,1512597
nawanshahr,0,0,0,0,0
kapurthala,802660,557550,244713,35022,522915
firozpur,1969030,1154473,600909,132798,1235289
jalandhar,2145335,1564421,670511,83352,1391406
ludhiana,3400156,2445625,1118527,137614,2143423
sangrur,1719045,1009803,536760,74289,1105650
moga,974696,598609,304423,54660,615073
faridkot,603569,362364,188675,30459,384327
fatehgarhsahib,587189,408988,190629,22357,374035
bathinda,1344811,797356,443567,96168,804739
rupnagar,754926,546058,224078,39617,489381
hoshiarpur,1564858,1168226,411830,90619,1061794
