Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,1067822,814962,343303,93566,632359
champawat,279208,207846,66244,38367,174751
dehradun,1951807,1509868,587962,115051,1252079
tehrigarhwal,626147,448374,158756,134124,337720
udhamsinghnagar,1904806,1302260,552405,173977,1184007
bageshwar,265278,197344,74572,53333,139171
uttarkashi,349156,248547,135715,33868,180096
chamoli,402680,305021,125468,64845,213228
rudraprayag,250067,188152,80431,39047,131220
hardwar,2160607,1472160,585974,89246,1487102
garhwal,682419,512381,160949,115952,406250
almora,0,0,0,0,0
pithoragarh,494374,373125,157539,69257,268649
