Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
uppersubansiri,94387,55937,27302,12884,56788
westsiang,114909,69463,45040,6157,63792
lohit,146392,89632,50665,10473,85268
tirap,115726,53477,44399,6113,65377
changlang,155843,81405,51251,12631,92329
eastkameng,86601,48011,28299,5566,53102
lowersubansiri,78943,61102,19496,7417,52824
eastsiang,103061,69790,35021,7534,60629
tawang,53868,30572,26714,4307,22873
papumpare,197283,142675,55753,19353,123166
westkameng,86973,52301,36747,8571,41826
uppersiang,35929,19933,14272,3736,18125
dibangvalley,4424,2556,1317,706,2461
