Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2229075,1033283,472649,405032,1351393
pashchimchamparan,3935042,1759481,797544,681402,2456094
begusarai,2970541,1548672,591810,346371,2032359
sitamarhi,3423573,1436794,753645,360937,2308991
jamui,1760405,858588,445352,282219,1032833
sheikhpura,636342,328676,148001,76653,411687
gaya,4391418,2297613,1007057,657005,2727356
aurangabad,2540073,1466001,480286,357484,1702302
vaishali,3495020,1926739,716005,344337,2434677
madhubani,4487379,2155337,1074091,562847,2850441
darbhanga,3937385,1816634,731347,492292,2713744
saran,3951861,2157453,545520,494711,2911630
rohtas,2959918,1799831,542438,382440,2035038
sheohar,656246,283697,137804,78568,439873
lakhisarai,1000911,507270,201866,124710,674335
madhepura,2001762,834576,443507,334038,1224215
kishanganj,1690400,745056,384415,144647,1161336
saharsa,1900661,804996,363326,286572,1250762
jehanabad,1125313,618881,251689,113687,759935
patna,5838465,3459678,1371267,510619,3956578
gopalganj,2562012,1382998,363111,365089,1833810
nalanda,2877652,1519932,740949,304470,1832232
purbachamparan,5099371,2276956,1132789,604750,3361832
araria,2811568,1195768,696410,373483,1741676
buxar,1706351,989807,328547,209775,1168029
samastipur,4261566,2142880,907432,435966,2918165
siwan,3330463,1930175,462103,470311,2398047
purnia,3264619,1332325,776385,366933,2121300
munger,1367765,801816,233402,193256,941106
khagaria,1666885,768028,306283,254522,1106081
kaimur(bhabua),1626384,920275,284645,226517,1115221
bhagalpur,3037765,1573066,534129,449398,2054237
muzaffarpur,4801062,2509232,910303,637282,3253476
katihar,3071028,1280190,667601,345964,2057462
bhojpur,2728407,1599151,512009,310484,1905914
nawada,2219145,1091011,508508,308532,1402104
banka,2034763,965321,374096,396982,1263682
