Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kinnaur,87172,65634,50395,10678,26599
kullu,469114,348613,209073,92425,170731
una,561955,452225,142932,80005,340568
shimla,864022,675231,314845,161937,399482
lahul&spiti,30765,21963,13507,6067,12336
chamba,550876,371435,115451,228050,222397
kangra,1603624,1276027,303130,432238,880875
bilaspur,404311,320431,99962,138532,177046
sirmaur,569536,416714,203581,113182,258760
solan,624848,486639,247317,74240,306854
mandi,1052954,803034,292006,360095,417469
hamirpur,477383,392210,129416,134699,215663
