Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2528371,1472174,447924,573598,1567577
pashchimchamparan,4474451,2417063,776867,1004626,2800287
begusarai,3340242,2035532,602201,487978,2288202
sitamarhi,3867514,1904547,774211,577442,2595356
jamui,1974884,1152801,474367,331877,1171952
sheikhpura,700242,419216,146281,102472,459057
gaya,4937737,2937698,1013415,1000741,3039607
aurangabad,2853260,1849810,482245,484495,1917219
vaishali,3962929,2552134,766699,507907,2730502
madhubani,5027291,2893664,1188392,713441,3140942
darbhanga,4303602,2265996,716738,668349,2968969
saran,4358607,2729796,501839,748129,3215208
rohtas,3252896,2199392,541296,529572,2222274
sheohar,740101,397589,140087,131916,489818
lakhisarai,1118010,655773,190702,170856,775717
madhepura,2292184,1160698,418384,448121,1475564
kishanganj,1930293,1148610,397338,229757,1334730
saharsa,2133684,1058509,341369,363715,1459392
jehanabad,970067,592985,194194,96401,685690
patna,6494441,4108285,1489645,710592,4336981
gopalganj,2795028,1800284,320249,527537,2020247
nalanda,3170553,1859526,762309,372755,2047383
purbachamparan,5801486,3183690,1190482,920208,3784435
araria,3208752,1702795,716749,515560,2011956
buxar,1882207,1228858,340771,299681,1266023
samastipur,4774711,2850345,941274,602039,3270824
siwan,3689132,2536114,439191,689440,2636486
purnia,3698240,1837997,773412,526333,2455442
munger,1499632,964334,233259,271714,1016711
khagaria,1901926,1045861,293623,350809,1290044
kaimur(bhabua),1826819,1177783,271502,298988,1280289
bhagalpur,3401256,2007719,512249,574892,2351403
muzaffarpur,5434764,3311205,917628,1029917,3634632
katihar,3479263,1789581,669279,420606,2414223
bhojpur,3009089,1952236,522361,429973,2087120
nawada,2457400,1382821,508796,420066,1558159
banka,2288354,1281989,359271,520353,1440787
