Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,912753,654085,279516,74821,558160
champawat,252213,166937,61333,36284,154565
dehradun,1604242,1171398,453156,87485,1063031
tehrigarhwal,616067,392879,168863,107518,338797
udhamsinghnagar,1556440,947769,415549,129240,1010691
bageshwar,257776,172799,79535,42768,135112
uttarkashi,322752,203051,125540,27134,169978
chamoli,387260,271328,111216,66221,209648
rudraprayag,239240,164494,78364,32277,128474
hardwar,1792057,1077963,462894,80583,1248275
garhwal,689221,488060,165855,107312,415898
almora,0,0,0,0,0
pithoragarh,479132,335099,140920,71722,266271
