Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,998375,741664,314354,85017,599422
champawat,267302,189211,64093,37460,165795
dehradun,1794473,1354240,525869,102308,1167257
tehrigarhwal,621807,423690,163011,121998,338181
udhamsinghnagar,1746856,1136467,488958,153167,1106359
bageshwar,262037,186424,76660,48518,137417
uttarkashi,337585,227918,131257,30799,175688
chamoli,395998,290097,119149,65431,211686
rudraprayag,245368,177623,79539,35987,130036
hardwar,1994185,1288093,529656,85425,1379610
garhwal,685326,501813,163034,112167,410357
almora,0,0,0,0,0
pithoragarh,487783,356326,150189,70302,267627
