Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nuapada,627702,328785,156076,163567,308809
debagarh,320825,212017,86420,88404,146932
kandhamal,751382,429391,165364,202676,385351
khordha,2335044,1854021,668471,177075,1493115
sundargarh,2150352,1419362,546841,356720,1247634
anugul,1302413,915580,321381,221979,760107
kalahandi,1630145,876888,375707,410614,848985
koraput,1423306,625858,405689,316150,702550
rayagada,997862,450425,223636,262995,515826
baudh,456130,294801,127659,103451,225734
jajapur,1870706,1356764,420810,156010,1295327
malkangiri,637669,279226,184461,140973,312660
jharsuguda,594569,427563,181124,80197,334183
ganjam,3607710,2348298,917884,627060,2063650
jagatsinghapur,1153539,922793,299494,121024,734460
mayurbhanj,2583573,1468731,535359,746206,1317305
sonapur,0,0,0,0,0
balangir,1719590,999243,413174,346646,961935
cuttack,2685135,2112390,714034,254286,1717821
sambalpur,1063582,740629,349000,175675,539559
bargarh,1509819,1038694,494693,306744,712617
puri,1740907,1353275,467758,200750,1082106
dhenkanal,1219728,874354,280538,175314,767026
gajapati,590394,284446,168509,130083,292778
kendujhar,1853928,1117260,452624,348204,1055218
nayagarh,983745,725356,234066,122367,628066
bhadrak,1543447,1152754,333676,155894,1056539
nabarangapur,1264229,520127,282069,353232,630234
baleshwar,2384737,1716240,649215,359411,1389517
kendrapara,1469748,1140492,328333,157395,985884
