Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,4788992,3527047,1466630,310457,3009993
murshidabad,6969160,3882497,1984041,538293,4443970
bankura,3554076,2177253,919138,542754,2090787
maldah,3912805,1994973,1042292,474125,2395558
kochbihar,2783093,1797908,872173,238524,1672332
birbhum,3450360,2088662,904385,404588,2140589
medinipur,0,0,0,0,0
kolkata,4504254,3566981,1581092,201494,2715990
uttardinajpur,2945156,1420112,812862,247856,1884070
jalpaiguri,3822874,2419496,1140240,350026,2332338
northtwentyfourparganas,9896647,7448646,3009375,498409,6387175
dakshindinajpur,1658104,1051219,520661,172661,964669
puruliya,2888151,1574045,616535,618820,1651126
darjiling,1821557,1281048,527191,143368,1150128
southtwentyfourparganas,8026792,5364148,1968471,911065,5141475
nadia,5108358,3386237,1575760,242780,3289773
hugli,5469463,3997017,1695002,426156,3347428
barddhaman,7631129,5132318,2138726,722159,4768818
