Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
amritsar,2437047,1674219,773573,126900,1536701
mansa,778356,436899,249220,84758,444788
muktsar,915382,540438,289571,48445,577512
patiala,1900837,1282509,568561,89575,1242906
gurdaspur,2318714,1666866,631833,131272,1555680
nawanshahr,0,0,0,0,0
kapurthala,821494,586317,249973,36433,535093
firozpur,2059778,1265744,627277,141186,1291339
jalandhar,2218122,1652399,699335,85654,1433180
ludhiana,3549097,2619523,1148852,150642,2250028
sangrur,1624126,998235,482273,66449,1076917
moga,1006440,643061,305108,54108,647604
faridkot,624597,391112,191290,31486,401897
fatehgarhsahib,606756,434819,193962,21731,391180
bathinda,1410911,869674,457303,97882,855967
rupnagar,651971,482374,180802,39392,432882
hoshiarpur,1597621,1215751,410602,87920,1099527
