Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
south,150122,114665,49694,27222,74346
east,291990,227370,115175,29657,147198
west,139235,101873,52475,22837,65335
north,44265,32049,17149,6174,20976
