Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
amritsar,2545444,1695386,801176,134410,1609747
mansa,761240,410627,245146,78053,437718
muktsar,888608,509707,284857,47798,555834
patiala,1890548,1251265,572226,90177,1227976
gurdaspur,2278110,1603191,619780,131447,1526824
nawanshahr,0,0,0,0,0
kapurthala,808890,566979,246454,35486,526943
firozpur,1998826,1190432,609573,135537,1253696
jalandhar,2169328,1593214,679984,84112,1405193
ludhiana,3449095,2502269,1128545,141826,2178385
sangrur,1686804,1005932,517946,71578,1095988
moga,985164,613074,304651,54476,625731
faridkot,610499,371704,189543,30797,390096
fatehgarhsahib,593640,417423,191734,22146,379665
bathinda,1366493,820768,448099,96736,821465
rupnagar,718917,523946,208609,39542,469773
hoshiarpur,1575703,1183858,411420,89710,1074226
