Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1140425,835421,324223,53058,763184
yamunanagar,1232962,854805,345481,49681,838027
panchkula,571539,418007,186441,28683,356464
rewari,915075,654115,255274,84192,577700
jind,1349514,857326,387259,136395,826597
sirsa,1314542,807489,402873,101993,810254
bhiwani,1657010,1100073,447774,176666,1033428
kurukshetra,979805,664456,289697,50231,640186
faridabad,1775173,1273033,485133,77917,1213963
mahendragarh,933826,647885,213187,124256,597462
panipat,1232242,813861,344469,71517,817678
rohtak,1074137,765168,289021,54926,731778
kaithal,1088039,667115,293018,81411,714469
karnal,1530628,1006680,417604,104994,1008157
gurgaon,1500570,1143359,489781,51523,963826
jhajjar,966611,691249,243664,77399,647965
fatehabad,956796,577547,288845,81169,587829
hisar,1766084,1145935,532689,161606,1072331
sonipat,1468290,1022201,398119,125169,945878
