Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nainital,1092029,840970,353534,96602,643735
champawat,283294,214457,66977,38674,177842
dehradun,2007260,1565621,610248,119643,1281702
tehrigarhwal,627600,456917,157362,138429,337566
udhamsinghnagar,1960568,1362735,575334,181524,1211082
bageshwar,266368,201124,73889,55042,139761
uttarkashi,353100,255830,137235,34958,181590
chamoli,404933,310165,127648,64651,213744
rudraprayag,251653,191798,80731,40124,131617
hardwar,2219112,1539185,606047,90558,1524763
garhwal,681453,515953,160260,117241,404890
almora,0,0,0,0,0
pithoragarh,496590,378899,160068,68911,268991
