Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,5102052,3935547,1620922,381842,3112310
murshidabad,7668915,4830099,2181683,703061,4804796
bankura,3772233,2470587,905494,579051,2296791
maldah,4308072,2496160,1086537,541265,2685885
kochbihar,2967769,2076729,945435,254407,1768348
birbhum,3718548,2461694,947477,480579,2295969
medinipur,0,0,0,0,0
kolkata,4466577,3674023,1557864,307853,2641636
uttardinajpur,3268362,1803659,871902,265473,2133506
jalpaiguri,4079348,2842757,1209487,398057,2473631
northtwentyfourparganas,10475396,8284015,3247868,592757,6646186
dakshindinajpur,1750973,1223887,550358,192818,1008543
puruliya,3104155,1845314,601006,710985,1803168
darjiling,1951436,1463297,556125,185018,1216449
southtwentyfourparganas,8725782,6255658,2150953,1188464,5427597
nadia,5411518,3884839,1678959,263166,3469681
hugli,5722426,4420774,1795519,490016,3442727
barddhaman,8073197,5733068,2282524,841043,4959255
