Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
banswara,2038661,1135410,552703,622803,948874
jhalawar,1599052,902839,537549,259902,804224
jhunjhunun,2308730,1546579,672427,329963,1309241
jaipur,7797829,5498708,2475597,524544,4806341
nagaur,3740361,2187115,1099214,595520,2067198
karauli,1662064,980760,507608,251856,910163
udaipur,3415100,1861218,898945,702256,1832907
jalor,2152380,1136727,796028,247058,1114839
chittaurgarh,1385404,832288,598875,125562,661450
tonk,1589315,977024,552051,196734,844896
baran,1386643,877557,408005,246452,736822
sawaimadhopur,1513456,956384,459075,217586,845048
bikaner,3009559,1829207,972017,335615,1708864
sikar,2988842,1936092,748378,351613,1891134
sirohi,1189513,571661,371324,112836,706772
pali,2204958,1337073,674857,260866,1270531
dausa,1901028,1211926,579525,228250,1095814
churu,2124628,1241828,658732,280175,1185897
ajmer,2907193,1840498,938353,281637,1690958
bharatpur,2917118,1866975,794877,463382,1662244
alwar,4241693,2853216,1374765,542043,2338280
dhaulpur,1392319,902602,352953,249276,791439
jodhpur,4376397,2747428,1251154,595147,2545096
ganganagar,2105627,1384177,787428,291978,1047397
rajsamand,1292349,775240,438990,249407,620615
kota,2272995,1593695,720932,218884,1342192
barmer,3170960,1441233,787421,729348,1720577
bundi,1228097,716714,405436,175635,647465
bhilwara,2730024,1665693,976964,354040,1409786
hanumangarh,1979784,1242432,774530,245544,975893
dungarpur,1626581,947989,184272,601205,895869
jaisalmer,812803,415349,192849,180453,454071
