Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
palamu,1955163,993134,296759,420622,1234280
gumla,1053566,560565,292397,208913,551110
ranchi,2901068,1865726,755652,380138,1764959
bokaro,2031923,1233196,375637,288271,1365695
purbisinghbhum,2260748,1469848,521660,299690,1439186
giridih,2385081,1176905,405077,580116,1393491
dumka,1359830,674229,254275,378530,720936
chatra,1014506,478671,194825,190293,627982
deoghar,1455654,752988,295774,241081,917398
sahibganj,1126068,456908,317857,160661,647176
dhanbad,2654262,1680598,541034,281812,1828998
garhwa,1290783,607887,180047,364539,738530
kodarma,690888,366360,139503,107953,443203
hazaribagh,1782383,1018775,343664,319517,1114997
godda,1284209,574590,236029,299630,746600
pashchimisinghbhum,1552228,739598,358609,354815,837626
lohardaga,450995,246913,102790,109085,237352
pakaur,0,0,0,0,0
