Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2173610,962656,477755,377804,1311875
pashchimchamparan,3835228,1651215,801744,630498,2392509
begusarai,2901663,1466277,589754,323422,1984730
sitamarhi,3341098,1358047,749597,328562,2255626
jamui,1720389,809451,439765,273217,1007058
sheikhpura,624279,313064,148348,72329,402816
gaya,4289632,2187413,1005790,603973,2668865
aurangabad,2481687,1399381,479894,336395,1662301
vaishali,3408289,1821407,706276,318584,2379474
madhubani,4386564,2032023,1052585,536780,2795647
darbhanga,3867969,1738077,734304,463092,2665395
saran,3875186,2058276,554702,455435,2854445
rohtas,2904568,1729090,542667,358336,1999529
sheohar,640651,265179,137351,70832,430513
lakhisarai,979007,481877,204175,117099,655708
madhepura,1948251,781296,448709,314975,1179337
kishanganj,1646124,683269,381882,131862,1129459
saharsa,1857203,762102,367883,273229,1212762
jehanabad,1159224,624194,265089,117500,775721
patna,5715445,3342803,1348744,477960,3884599
gopalganj,2517793,1311951,372348,339179,1798641
nalanda,2822403,1459852,736749,292395,1791995
purbachamparan,4969492,2129313,1121590,556049,3283151
araria,2738238,1114150,692411,350162,1692143
buxar,1673203,947895,326155,195331,1149360
samastipur,4165754,2024034,900812,408713,2852334
siwan,3263028,1827604,466828,435676,2353012
purnia,3184197,1249290,776980,341390,2060140
munger,1342816,772760,233430,180524,926674
khagaria,1623485,722033,308879,238702,1072564
kaimur(bhabua),1589017,875968,287350,214284,1084854
bhagalpur,2969869,1498151,538615,427800,1999472
muzaffarpur,4683479,2373841,908846,578945,3182182
katihar,2995319,1197233,667266,332706,1992704
bhojpur,2675493,1536600,509963,290909,1871606
nawada,2174341,1040500,508451,290065,1372822
banka,1987521,912072,377134,376068,1230965
