Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nagapattinam,1629797,1237082,488121,194278,948798
erode,2221179,1489763,1092235,82072,1047266
namakkal,1751829,1207518,846296,57961,848579
pudukkottai,1635139,1133211,652427,119066,864574
kanniyakumari,1891006,1575086,563586,130881,1197220
thenilgiris,732771,572583,319823,30831,382235
thoothukkudi,1769037,1373719,664760,90691,1013644
chennai,4678180,3823300,1645596,210148,2826863
tiruvannamalai,2494634,1664072,985324,271680,1237763
vellore,3985440,2838522,1380514,337715,2267698
theni,1262209,890132,536642,62726,662913
perambalur,572928,386202,258596,44784,269577
thiruvallur,3842629,2906530,1296617,303309,2243911
madurai,3088548,2330179,1199067,185537,1704354
salem,3532410,2349504,1592342,129553,1812244
dindigul,2184998,1515748,976049,143254,1065731
tirunelveli,3114984,2323445,1287544,165522,1662005
ramanathapuram,1371252,1004396,491761,120304,759365
dharmapuri,1413495,872768,615044,90365,708335
tiruchirappalli,2754708,2079660,1099133,131152,1524695
ariyalur,761102,490925,274395,86969,399896
virudhunagar,1962496,1428128,859399,97957,1005306
sivaganga,1359011,985292,466776,165738,727129
kancheepuram,4131960,3147075,1423226,315543,2393764
thiruvarur,1274170,963937,415062,130391,728838
viluppuram,3513123,2259355,1275226,457024,1781672
coimbatore,3385727,2606816,1409495,122498,1853822
thanjavur,2425736,1825948,843435,138866,1443608
cuddalore,2640340,1860349,848856,343172,1449028
karur,1078311,745382,515284,33484,530190
