Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nuapada,610381,299383,151694,153743,304944
debagarh,312520,197818,83408,82027,147085
kandhamal,733110,399786,167111,188236,377761
khordha,2251673,1749936,632625,159568,1459479
sundargarh,2093437,1342321,535112,338115,1220210
anugul,1273821,869456,317546,208973,747300
kalahandi,1576868,802035,376757,375173,824939
koraput,1379647,568090,396459,296946,686240
rayagada,967911,407734,227815,239306,500788
baudh,441162,271612,123723,95732,221705
jajapur,1827191,1290455,407563,144669,1274957
malkangiri,613191,244706,179029,131636,302526
jharsuguda,579505,405879,172069,75638,331798
ganjam,3529030,2210050,900743,601028,2027259
jagatsinghapur,1136971,889026,290169,113478,733321
mayurbhanj,2519738,1369396,548390,675144,1296204
sonapur,0,0,0,0,0
balangir,1648997,927260,402226,318373,928395
cuttack,2624469,2011468,696274,240090,1688104
sambalpur,1041098,703690,336854,168986,535258
bargarh,1481255,983783,474389,287701,719163
puri,1698729,1291939,450536,171140,1077054
dhenkanal,1192811,829909,277338,158195,757277
gajapati,577817,262536,170370,123562,283884
kendujhar,1801733,1052518,442497,324016,1035219
nayagarh,962789,688361,229076,114557,619155
bhadrak,1506337,1094139,328096,140502,1037737
nabarangapur,1220946,470378,279115,331790,610039
baleshwar,2320529,1621231,618063,314643,1387822
kendrapara,1440360,1089265,322265,144625,973471
