Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2659055,1696115,438401,659258,1663443
pashchimchamparan,4710380,2744413,768747,1173396,2951110
begusarai,3500700,2270729,606409,559686,2399341
sitamarhi,4060811,2131821,782594,696849,2719612
jamui,2067822,1297008,486496,354107,1232713
sheikhpura,727565,462069,145598,115089,479498
gaya,5174844,3241151,1015970,1184194,3174297
aurangabad,2989094,2030131,483032,547146,2010601
vaishali,4167186,2855853,787968,593341,2858663
madhubani,5261027,3255526,1237449,784415,3265269
darbhanga,4459455,2475460,710976,755292,3077657
saran,4532796,2999201,485362,882728,3345323
rohtas,3378052,2383038,540840,603213,2301906
sheohar,776571,455057,141011,162301,511350
lakhisarai,1168599,726707,186411,193785,820416
madhepura,2419826,1324403,408739,504006,1590004
kishanganj,2035527,1365735,402627,276473,1411133
saharsa,2234705,1181014,332963,400103,1552283
jehanabad,914141,582932,175059,90246,658065
patna,6777024,4400585,1539810,811017,4499192
gopalganj,2894064,2000548,304556,611216,2100025
nalanda,3295897,2015736,771025,404180,2140358
purbachamparan,6108694,3640501,1214374,1088455,3967995
araria,3382916,1961411,725050,586519,2131469
buxar,1957524,1339930,345787,345638,1307486
samastipur,4996873,3194900,955162,685005,3423546
siwan,3843192,2828770,430347,803417,2738373
purnia,3887408,2090445,772226,608037,2603399
munger,1555873,1038219,233202,311389,1048627
khagaria,2004975,1183349,288708,398850,1371929
kaimur(bhabua),1913748,1299943,266417,334099,1352966
bhagalpur,3558552,2213530,503751,634408,2481976
muzaffarpur,5711077,3699681,920574,1247932,3799318
katihar,3657368,2046173,669952,454793,2573685
bhojpur,3129288,2114411,526560,489782,2164338
nawada,2559717,1520340,508911,475252,1625340
banka,2398430,1436050,353507,579840,1518394
