Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
palamu,1970579,962669,310417,411953,1241913
gumla,1082704,561412,306513,209250,564850
ranchi,2887944,1821112,755130,373696,1758556
bokaro,2001964,1194150,371027,272402,1354520
purbisinghbhum,2228057,1432948,513862,291995,1421831
giridih,2326180,1105014,397390,539868,1377960
dumka,1399333,676054,272260,369960,746056
chatra,986898,449213,194151,179098,611228
deoghar,1420124,714511,294409,228530,894764
sahibganj,1102091,431991,313211,153983,634251
dhanbad,2624377,1639997,535413,266691,1818079
garhwa,1259557,565479,185107,335320,725927
kodarma,666417,343933,135785,102143,428098
hazaribagh,1831593,1024332,360829,311900,1151279
godda,1255523,546143,236323,283699,732127
pashchimisinghbhum,1603774,751834,374920,357800,868902
lohardaga,440453,234750,102580,100562,234287
pakaur,0,0,0,0,0
