Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
palamu,1879877,1160544,236970,466778,1196813
gumla,919226,556350,230988,207235,487265
ranchi,2967591,2105734,758271,414050,1797326
bokaro,2188576,1448435,399557,382603,1422966
purbisinghbhum,2431539,1669102,562465,341318,1529186
giridih,2702727,1612914,445796,831094,1473810
dumka,1178423,665177,180678,424455,607469
chatra,1164570,657598,198230,257681,718897
deoghar,1647090,978778,302696,314961,1039455
sahibganj,1254008,604784,342141,198658,715860
dhanbad,2808867,1899184,570034,371287,1884583
garhwa,1458916,872680,156748,553563,804906
kodarma,827404,502429,159679,142352,527106
hazaribagh,1555467,991441,269337,360482,950035
godda,1437776,740656,234561,393753,823373
pashchimisinghbhum,1318305,681339,287100,340259,697340
lohardaga,507613,317861,103846,163841,253291
pakaur,0,0,0,0,0
