Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1591861,957704,539648,221725,830995
sidhi,1073637,586831,257357,183753,634186
chhatarpur,1794060,981637,566570,203361,1024395
mandsaur,1357177,850123,543868,147908,665613
mandla,1072480,623548,325461,246508,502321
eastnimar,0,0,0,0,0
narsimhapur,1106268,728929,363409,122612,620365
raisen,1354218,838405,377020,153015,824536
bhopal,2431489,1721385,730746,170956,1531385
bhind,1733196,1125988,424732,96076,1214498
guna,1205483,641092,341858,158916,704935
dhar,2236180,1119293,804739,248075,1183606
vidisha,1485824,893655,402786,158920,924457
shajapur,1536880,910725,516701,210675,809611
balaghat,1723536,1179757,534385,374708,815411
shahdol,1025238,589900,226064,254706,548114
datia,804656,505137,249422,72516,484576
jhabua,993973,347914,360629,137055,496766
sagar,2417392,1596470,794833,229610,1393050
shivpuri,1757371,926193,585296,185673,986529
indore,3371193,2399126,1182970,131358,2058305
katni,1317356,819241,318331,237659,762301
betul,1594613,958649,521615,285062,789306
ujjain,2016788,1266203,692273,220881,1103783
umaria,659287,369975,138291,161878,361291
sheopur,702216,343390,201187,81734,419425
panna,1034074,567841,278227,160473,595786
westnimar,0,0,0,0,0
rajgarh,1578484,835600,475275,284421,819762
neemuch,836794,520790,367177,59627,410467
chhindwara,2116758,1325303,686515,291473,1139458
barwani,1420686,575286,541705,127575,752163
jabalpur,2496886,1797264,757452,272026,1468718
dindori,718270,392962,249128,149700,321936
morena,2007801,1220751,528476,156715,1322965
hoshangabad,1258259,830574,369219,119060,770215
rewa,2408331,1496773,634960,371350,1402643
damoh,1283818,771268,394360,190107,699588
tikamgarh,1471915,772349,478656,186378,807042
seoni,1402405,891070,399274,299226,705241
sehore,1337165,808002,379204,222729,735823
harda,581080,363776,164999,67835,348504
gwalior,2077062,1405708,573258,129876,1374070
satna,2268404,1418002,618616,312589,1338588
ratlam,1481495,842996,478314,229533,774480
