Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dewas,1482227,834766,496514,192940,791878
sidhi,1303685,644666,337879,194062,767977
chhatarpur,1670636,836091,517420,182508,970234
mandsaur,1291343,789674,509503,135324,646129
mandla,1003887,552460,324253,201836,474648
eastnimar,0,0,0,0,0
narsimhapur,1049727,689191,343028,111055,595431
raisen,1265973,767995,350625,132465,782263
bhopal,2198637,1491143,636804,135888,1423247
bhind,1615550,1006752,414342,106822,1090502
guna,1356219,694216,391612,168358,795765
dhar,2041341,960673,721313,235826,1083779
vidisha,1380925,776904,381220,136954,862159
shajapur,1442345,847963,485938,204201,752010
balaghat,1637828,1056375,519036,328239,788832
shahdol,1198552,649185,291076,245004,654669
datia,735402,452553,240764,78343,412993
jhabua,1124222,364881,402373,169254,551537
sagar,2265376,1402941,733718,219121,1312355
shivpuri,1635394,828889,555585,169749,909832
indore,3008805,2058894,1010423,129709,1866205
katni,1218979,711167,309670,200362,707320
betul,1518989,885328,481511,249392,785615
ujjain,1899727,1168321,652524,199486,1047449
umaria,603063,319563,139530,122853,337029
sheopur,646530,285932,181927,79875,384494
panna,965624,509134,271904,140994,551991
westnimar,0,0,0,0,0
rajgarh,1451804,717064,461420,244363,744309
neemuch,794701,474585,333679,61876,398276
chhindwara,2015289,1205194,637220,263224,1113599
barwani,1286497,480358,480797,129709,674635
jabalpur,2365185,1639551,706146,231722,1425000
dindori,664843,338993,253186,113818,293575
morena,1845632,1064590,499085,150053,1195866
hoshangabad,1191973,753677,339851,108897,742798
rewa,2240029,1288547,616330,334208,1288375
damoh,1207197,681283,377177,169023,660574
tikamgarh,1367797,679244,446597,180479,740432
seoni,1311599,788332,392519,252740,664000
sehore,1236786,702985,351763,189587,694411
harda,539769,320907,160178,65322,313806
gwalior,1902728,1221525,521458,113113,1267909
satna,2114598,1241961,594550,261112,1256535
ratlam,1378584,776588,450252,193151,733743
