Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
palamu,1909637,1090436,259285,447737,1211661
gumla,970774,558032,253830,207905,511864
ranchi,2940801,2006232,757223,400137,1784309
bokaro,2124515,1358164,389812,341641,1399775
purbisinghbhum,2361726,1586349,545774,324014,1492529
giridih,2570885,1421881,429039,719774,1441141
dumka,1247885,668783,207140,405452,650539
chatra,1102049,579150,196861,228254,681050
deoghar,1567667,881304,299908,283021,988796
sahibganj,1201174,540620,332212,182486,687553
dhanbad,2745973,1808530,558252,332514,1862149
garhwa,1389183,755165,165682,468380,777669
kodarma,769828,442801,151280,127442,491790
hazaribagh,1642543,1002285,296915,343501,1012869
godda,1374260,669134,235147,352995,791759
pashchimisinghbhum,1407316,704071,313811,346008,750389
lohardaga,484160,287316,103422,139238,246791
pakaur,0,0,0,0,0
