Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kolar,1698383,1080707,652748,147381,898018
tumkur,2659855,1751760,1072743,274274,1312823
bijapur,2097622,1160395,712971,167358,1215629
chamarajanagar,1009477,535855,372072,102417,534623
bangalorerural,1126505,752372,441679,83090,601359
bellary,2360899,1319821,933178,141401,1286314
mysore,2925378,1852348,1048940,221644,1654415
uttarakannada,1420061,1043728,489390,113206,817068
raichur,1873970,909894,685357,179572,1007075
gulbarga,2670446,1400382,875130,259651,1535217
chikmagalur,1138549,798454,469478,86000,582235
kodagu,553322,404691,256477,19900,276888
udupi,1164039,902005,450686,56846,655909
bagalkot,1839586,1040817,651696,144816,1042207
koppal,1348790,744719,489617,143681,715407
chitradurga,1630125,1035049,648096,179522,801502
davanagere,1913556,1251135,689772,166333,1057357
shimoga,1730135,1221566,639029,127814,963132
dharwad,1795694,1232961,668785,94592,1032040
hassan,1765333,1186779,742203,153273,869641
bangalore,8905809,6863559,3502430,336324,5058726
haveri,1564618,1030584,587089,129557,847666
dakshinakannada,2049772,1607381,899393,87181,1062239
gadag,1045340,667503,416274,71615,557432
mandya,1797276,1106955,708287,156800,932135
belgaum,4660870,2885466,1693210,364740,2602854
bidar,1661072,980914,523693,147009,989248
