Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nagapattinam,1684300,1338256,495360,232913,966371
erode,2103015,1478227,1020104,72275,1013160
namakkal,1856482,1341673,875488,53646,934532
pudukkottai,1704078,1228600,703507,110009,897004
kanniyakumari,1975837,1685037,609503,147805,1223440
thenilgiris,722374,584480,323448,29973,369760
thoothukkudi,1846539,1474161,694836,90865,1061246
chennai,4806116,4017328,1754019,268059,2816599
tiruvannamalai,2617308,1821843,1048773,286465,1283031
vellore,4188082,3112297,1464919,374289,2352412
theni,1329613,975069,561544,69899,698701
perambalur,604814,430667,273083,45410,286536
thiruvallur,4337010,3414965,1511178,362264,2472934
madurai,3298202,2571703,1305238,206082,1789875
salem,3741218,2623672,1724002,116183,1912997
dindigul,2288872,1659347,1029965,147809,1111360
tirunelveli,3270679,2534636,1354166,167439,1749691
ramanathapuram,1444857,1112990,514860,135279,796022
dharmapuri,1094460,713963,484050,64865,546839
tiruchirappalli,2888288,2250659,1169000,129179,1592032
ariyalur,786453,534474,283184,84451,419913
virudhunagar,2045455,1551775,881067,105789,1059786
sivaganga,1441657,1094472,490182,195334,760872
kancheepuram,4713027,3743857,1670379,354763,2692374
thiruvarur,1314522,1037085,425781,141543,748066
viluppuram,3738769,2532623,1334596,520298,1889786
coimbatore,3111269,2493629,1282184,114082,1715558
thanjavur,2506774,1972703,880211,135991,1491776
cuddalore,2782655,2052092,896825,388891,1502192
karur,1135400,823481,543307,28731,567751
