Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
ambala,1190032,908787,343936,54668,791725
yamunanagar,1310935,950365,372565,47625,892348
panchkula,614427,472862,201613,28828,384353
rewari,976503,727546,276539,72138,642243
jind,1412752,963063,392942,131793,893233
sirsa,1394894,913829,418038,98701,882281
bhiwani,1750429,1229652,456273,174035,1126273
kurukshetra,1042825,739608,305381,47733,691892
faridabad,1643408,1274210,446455,57924,1149995
mahendragarh,982293,723479,216358,116842,656714
panipat,1345558,932692,367173,64803,923762
rohtak,1127469,839749,289311,47301,801858
kaithal,1144761,756226,302631,74506,773610
karnal,1636172,1130006,442800,106875,1087419
gurgaon,1446381,1281963,499255,33743,940622
jhajjar,1000148,755360,232805,67557,716545
fatehabad,1018295,664839,299432,74873,651416
hisar,1857549,1281668,538581,166550,1156300
sonipat,1543787,1123595,403592,120306,1026106
