Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kheda,2420392,1863807,733535,211081,1480867
amreli,1565156,1091909,554828,126886,884053
junagadh,2870763,2051757,1014059,168858,1693785
navsari,1372006,1085963,532887,79408,760431
surat,6579258,5268208,2599302,131196,3862379
jamnagar,2271834,1545642,764245,133152,1374557
rajkot,4092688,3063302,1439485,148962,2508106
narmada,623701,426970,201412,109200,313308
gandhinagar,1415355,1097749,445910,81515,889509
bhavnagar,3063188,2145910,1091703,156573,1819092
anand,2195280,1722823,721296,150107,1326088
patan,1414123,958261,468328,98775,852642
mahesana,2119733,1650591,712716,97849,1320615
banaskantha,3407566,2079560,1095338,227167,2095359
kachchh,2339252,1502336,781136,82929,1482365
bharuch,1629643,1233281,551228,100360,978686
vadodara,4395677,3211721,1429545,339689,2627416
surendranagar,1863138,1251184,619032,137767,1107358
dohad,2362325,1249026,577980,510070,1280255
sabarkantha,2582611,1778801,855418,294553,1433994
porbandar,606105,429762,204925,33642,368217
panchmahals,2554822,1650502,714513,435463,1406463
ahmadabad,7863217,6137817,2587628,286942,4990716
thedangs,247399,168994,97277,32921,117320
valsad,1840348,1341188,609885,174186,1057610
