Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nagapattinam,1656824,1286675,491727,212720,957544
erode,2161290,1483984,1055554,77018,1030072
namakkal,1803396,1272830,860769,55762,890519
pudukkottai,1669253,1179942,677486,114448,880640
kanniyakumari,1932956,1629134,586095,139086,1210259
thenilgiris,727554,578501,321631,30399,375946
thoothukkudi,1807373,1423054,679631,90778,1037172
chennai,4741716,3919113,1698943,237344,2821726
tiruvannamalai,2555235,1741172,1016554,278975,1260194
vellore,4085505,2972259,1422091,355532,2309667
theni,1295473,931633,548952,66216,680572
perambalur,588655,407829,265741,45095,277927
thiruvallur,4082342,3150507,1399793,331479,2355641
madurai,3191654,2447965,1251027,195540,1746591
salem,3635315,2482807,1656865,122686,1861939
dindigul,2236332,1585923,1002644,145514,1088306
tirunelveli,3191882,2426744,1320435,166478,1705284
ramanathapuram,1407574,1057300,503178,127572,777477
dharmapuri,1243790,789382,545630,76561,622371
tiruchirappalli,2820707,2163471,1133528,130162,1558000
ariyalur,773674,512237,278755,85701,409783
virudhunagar,2003546,1488669,870165,101798,1032187
sivaganga,1399724,1038448,478336,179929,743809
kancheepuram,4412940,3432521,1541858,334579,2538682
thiruvarur,1294189,999842,420387,135853,738389
viluppuram,3624190,2392090,1304573,487636,1834933
coimbatore,3245598,2549595,1344333,118216,1783351
thanjavur,2465922,1897907,861627,137421,1467494
cuddalore,2710564,1953870,872511,365317,1475371
karur,1106487,783459,529110,31017,548649
