Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhamtari,809750,558606,342943,65914,401636
raipur,4186754,2744817,1293556,523950,2370436
durg,3402492,2361685,1234000,301415,1868295
mahasamund,1051801,655715,345071,164223,542831
bastar,1424317,672147,393602,337356,693800
kawardha,0,0,0,0,0
korba,1228075,776805,355522,175776,696902
koriya,666652,408311,172202,138276,356734
kanker,0,0,0,0,0
rajnandgaon,1565136,1029063,599787,221454,748245
bilaspur,2741282,1665178,849254,396176,1496957
dantewada,0,0,0,0,0
janjgirchampa,1653511,1055662,467252,418687,776488
surguja,2402632,1225039,624374,552023,1227876
jashpur,863355,506694,294464,203316,366270
raigarh,1518984,975027,490651,209098,819329
